Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	S:\Proteomics_Restored\6883\DIA\raw\B000254_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio02_DIA.raw	S:\Proteomics_Restored\6883\DIA\raw\B000258_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio04_DIA.raw	S:\Proteomics_Restored\6883\DIA\raw\B000262_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio08_DIA.raw	S:\Proteomics_Restored\6883\DIA\raw\B000278_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio02_DIA_2.raw	S:\Proteomics_Restored\6883\DIA\raw\B000282_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio04_DIA_2.raw	S:\Proteomics_Restored\6883\DIA\raw\B000286_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio08_DIA_2.raw	S:\Proteomics_Restored\6883\DIA\raw\B000302_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio02_DIA_3.raw	S:\Proteomics_Restored\6883\DIA\raw\B000306_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio04_DIA_3.raw	S:\Proteomics_Restored\6883\DIA\raw\B000310_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio08_DIA_3.raw
P40509	COPE_YEAST	SEC28	Coatomer subunit epsilon	8	8	2.74519e+07	2.65726e+07	2.81295e+07	2.9314e+07	2.86434e+07	2.86259e+07	2.63177e+07	2.99183e+07	2.51235e+07
P40510	SER33_YEAST	SER33	D-3-phosphoglycerate dehydrogenase 2	15	6	3.44865e+07	3.56078e+07	3.31429e+07	3.54092e+07	3.55703e+07	3.4607e+07	3.34269e+07	3.17071e+07	3.35266e+07
P40513	MAM33_YEAST	MAM33	Mitochondrial acidic protein MAM33	8	8	4.95858e+07	5.06513e+07	4.6993e+07	4.83454e+07	4.51861e+07	4.98609e+07	4.92441e+07	5.31979e+07	5.44624e+07
P40515	FIS1_YEAST	FIS1	Mitochondrial fission 1 protein	5	5	8.88553e+06	7.97294e+06	7.15771e+06	7.34337e+06	8.7497e+06	6.70291e+06	8.29809e+06	7.05553e+06	7.585e+06
P40516	EFM4_YEAST	EFM4	Protein-lysine N-methyltransferase EFM4	5	5	1.74767e+07	1.95876e+07	1.78765e+07	1.62774e+07	1.9302e+07	1.80115e+07	1.6717e+07	1.63458e+07	1.99482e+07
P40517	YRB2_YEAST	YRB2	Ran-specific GTPase-activating protein 2	12	12	8.63045e+06	8.30703e+06	7.90341e+06	8.07313e+06	7.82116e+06	8.00412e+06	7.83421e+06	7.90826e+06	8.33227e+06
P40518	ARPC5_YEAST	ARC15	Actin-related protein 2/3 complex subunit 5	8	8	5.02176e+07	4.72354e+07	4.82335e+07	5.53428e+07	5.0506e+07	5.12968e+07	5.49434e+07	5.42772e+07	5.22368e+07
P40522	VHR1_YEAST	VHR1	Transcription factor VHR1	5	4	2.67695e+06	2.53426e+06	3.13818e+06	1.9382e+06	4.01364e+06	5.33898e+06	3.08638e+06	2.05805e+06	4.82703e+06
P40523	YIF5_YEAST	YIL055C	Uncharacterized protein YIL055C	3	3	364536	357378	304104	302570	320956	349760	352712	384314	435207
P40525;P87262	RL34A_YEAST;RL34B_YEAST	RPL34A;RPL34B	Large ribosomal subunit protein eL34B	4	0	3.691e+08	4.88851e+08	3.94049e+08	4.41575e+08	4.29875e+08	4.54699e+08	4.20719e+08	3.78672e+08	3.92424e+08
P40527	ATC7_YEAST	NEO1	Phospholipid-transporting ATPase NEO1	12	12	4.00816e+06	4.45434e+06	3.73287e+06	3.44329e+06	3.48095e+06	3.06916e+06	3.93078e+06	3.1878e+06	4.27582e+06
P40528	SYG1_YEAST	SYG1	Protein SYG1	6	6	783562	856154	936701	674637	603037	768516	827131	792560	928764
P40529	AGE2_YEAST	AGE2	ADP-ribosylation factor GTPase-activating protein effector protein 2	7	7	5.89045e+06	5.96872e+06	5.22468e+06	5.3883e+06	5.23688e+06	5.39055e+06	7.07289e+06	6.18155e+06	5.70282e+06
P40531	GVP36_YEAST	GVP36	Protein GVP36	14	14	9.41658e+07	9.14527e+07	9.17046e+07	9.73123e+07	9.83171e+07	9.33244e+07	9.72692e+07	9.61578e+07	9.62368e+07
P40532	APQ12_YEAST	APQ12	Nuclear membrane organization protein APQ12	2	2	70707	75794.8		66512.5	69007.1	64806.6		82701.8	103299
P40533	TED1_YEAST	TED1	Protein TED1	11	11	1.01787e+07	1.12047e+07	1.08872e+07	1.15401e+07	1.02811e+07	1.03944e+07	1.06707e+07	1.06113e+07	1.06803e+07
P40535	ACA2_YEAST	CST6	ATF/CREB activator 2	11	11	5.91212e+06	5.66208e+06	5.71692e+06	5.14908e+06	5.01006e+06	5.15851e+06	5.24984e+06	5.5926e+06	5.39619e+06
P40537	ULP2_YEAST	ULP2	Ubiquitin-like-specific protease 2	1	1		644855		442911	300143	1.21842e+06		779619	
P40540	EMC5_YEAST	EMC5	ER membrane protein complex subunit 5	3	3	1.10095e+07	1.2073e+07	1.07204e+07	1.09258e+07	1.12702e+07	1.0336e+07	1.08414e+07	1.16499e+07	1.26581e+07
P40541	SCC3_YEAST	IRR1	Cohesin subunit SCC3	10	10	2.89058e+06	2.95741e+06	2.59932e+06	2.73747e+06	3.00669e+06	2.48807e+06	2.92823e+06	3.11542e+06	2.80047e+06
P40545	HIS4_YEAST	HIS6	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	8	8	9.99618e+06	1.02349e+07	9.08142e+06	1.07262e+07	9.91563e+06	7.90491e+06	7.7949e+06	9.72188e+06	1.1869e+07
P40547	VID28_YEAST	VID28	Vacuolar import and degradation protein 28	6	6	2.10808e+06	3.45241e+06	3.33452e+06	2.36626e+06	3.23329e+06	3.32616e+06	2.5405e+06	3.00156e+06	3.26843e+06
P40548	SNL1_YEAST	SNL1	HSP70 co-chaperone SNL1	4	4	5.09572e+06	5.59594e+06	5.49809e+06	5.17171e+06	4.50765e+06	4.52203e+06	3.79434e+06	4.06773e+06	5.0097e+06
P40553	DOT5_YEAST	DOT5	Peroxiredoxin DOT5	9	9	1.3242e+07	1.24521e+07	1.22135e+07	1.15681e+07	1.21537e+07	1.21005e+07	1.17306e+07	1.30692e+07	1.14245e+07
P40554	URM1_YEAST	URM1	Ubiquitin-related modifier 1	1	1	3.74566e+06	3.98885e+06	3.80705e+06	4.29142e+06	4.81657e+06	4.36823e+06	3.45096e+06	4.56395e+06	4.27488e+06
P40555	PSMD9_YEAST	NAS2	Probable 26S proteasome regulatory subunit p27	3	3	6.50249e+06	5.80841e+06	6.65498e+06	5.99304e+06	6.54743e+06	7.8485e+06	6.62643e+06	7.57134e+06	6.82033e+06
P40557	EPS1_YEAST	EPS1	ER-retained PMA1-suppressing protein 1	19	19	9.1686e+06	8.6688e+06	8.26724e+06	8.07636e+06	8.53839e+06	7.87246e+06	7.87041e+06	8.55651e+06	7.75749e+06
P40558	CFD1_YEAST	CFD1	Cytosolic Fe-S cluster assembly factor CFD1	6	6	928024	855726	789684	948907	830961	728539	914822	755205	862342
P40559	INP51_YEAST	INP51	Phosphatidylinositol 4,5-bisphosphate 5-phosphatase INP51	1	1	271052	608818	261615		378662	245649	383208	476013	491034
P40560	YIA1_YEAST	YIL001W	Ankyrin repeat-containing protein YIL001W	2	2		171636							
P40561	SGN1_YEAST	SGN1	RNA-binding protein SGN1	9	9	1.282e+07	1.21045e+07	1.15728e+07	1.25855e+07	1.19008e+07	1.139e+07	1.29885e+07	1.22673e+07	1.20202e+07
P40563	AIM21_YEAST	AIM21	Altered inheritance of mitochondria protein 21	26	26	5.73467e+06	6.12968e+06	5.41627e+06	5.39244e+06	5.3723e+06	5.71472e+06	5.44269e+06	5.56089e+06	5.31798e+06
P40564	DJP1_YEAST	DJP1	DnaJ-like protein 1	18	18	3.68593e+07	3.72583e+07	3.79492e+07	3.47591e+07	3.64509e+07	3.7683e+07	3.71877e+07	3.95568e+07	4.24205e+07
P40566	EGH1_YEAST	EGH1	Ergosteryl-beta-glucosidase	6	6	1.86431e+06	1.7571e+06	1.98652e+06	1.88943e+06	2.37552e+06	2.43874e+06	2.33376e+06	2.29855e+06	2.09967e+06
P40567	MSL1_YEAST	MSL1	U2 small nuclear ribonucleoprotein B''	2	2	3.58197e+06		32502.4		7.24143e+06	39764.7		4.61317e+06	
P40568	DSN1_YEAST	DSN1	Kinetochore-associated protein DSN1	2	2			256860	332336	327920	360854	334677	349788	306313
P40578	MGA2_YEAST	MGA2	Protein MGA2	2	2	5.02151e+06	5.68452e+06	5.10862e+06	9.99316e+06	7.82051e+06	5.69778e+06	5.39782e+06	6.97865e+06	
P40579	YIV5_YEAST	YIR035C	Uncharacterized oxidoreductase YIR035C	4	4	2.74201e+06	3.22059e+06	2.52799e+06	2.35396e+06	2.748e+06	2.58557e+06	2.53541e+06	3.33255e+06	2.89249e+06
P40580	BZRD_YEAST	IRC24	Benzil reductase ((S)-benzoin forming) IRC24	11	11	4.24812e+07	4.30835e+07	4.1405e+07	4.26297e+07	4.34765e+07	4.15681e+07	4.32592e+07	3.85699e+07	4.17736e+07
P40581	GPX3_YEAST	HYR1	Glutathione peroxidase-like peroxiredoxin HYR1	5	5	8.11199e+07	8.88849e+07	7.63492e+07	8.95884e+07	9.02449e+07	8.53862e+07	8.53481e+07	8.25883e+07	7.90728e+07
P40582	GST1_YEAST	GTT1	Glutathione S-transferase 1	8	8	3.56266e+07	3.15411e+07	3.32433e+07	3.22651e+07	3.4072e+07	3.37909e+07	3.4786e+07	3.34616e+07	3.30671e+07
P40693	RLP7_YEAST	RLP7	Ribosome biogenesis protein RLP7	11	11	9.81834e+06	9.2362e+06	8.70015e+06	9.2024e+06	8.36949e+06	8.37529e+06	8.79623e+06	9.07082e+06	7.94946e+06
P40825	SYA_YEAST	ALA1	Alanine--tRNA ligase, mitochondrial	55	55	6.3774e+07	6.28374e+07	5.92111e+07	6.38953e+07	6.4312e+07	6.09178e+07	6.30639e+07	6.30287e+07	6.17387e+07
P40856	SA185_YEAST	SAP185	SIT4-associating protein SAP185	6	6	2.03198e+06	2.24263e+06	2.45242e+06	1.95449e+06	3.61474e+06	1.88844e+06	2.04266e+06	2.57324e+06	3.05074e+06
P40857	HACD_YEAST	PHS1	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase PHS1	2	2	5.48848e+06	5.00523e+06	5.60651e+06	3.55418e+06	4.79522e+06	4.53485e+06	4.08947e+06	4.90664e+06	5.27478e+06
P40892	YJV8_YEAST	YJL218W	Putative acetyltransferase YJL218W	1	1	83132.6				142934	150719		146418	74233.1
P40893	REE1_YEAST	REE1	Regulation of enolase protein 1	11	11	4.27244e+07	4.39931e+07	4.47183e+07	4.33282e+07	4.49368e+07	4.68557e+07	4.0066e+07	4.41235e+07	4.20435e+07
P40955	CHS6_YEAST	CHS6	Chitin biosynthesis protein CHS6	2	2	396040	251410	405195	323202				434500	445665
P40956	GTS1_YEAST	GTS1	Protein GTS1	11	11	1.26363e+07	1.27221e+07	1.23813e+07	1.14123e+07	1.08494e+07	1.16154e+07	1.14301e+07	1.2063e+07	1.23121e+07
P40957	MAD1_YEAST	MAD1	Spindle assembly checkpoint component MAD1	17	17	6.60038e+06	6.37133e+06	5.68432e+06	6.57229e+06	6.58176e+06	5.95885e+06	6.76768e+06	6.57456e+06	6.49248e+06
P40958	MAD2_YEAST	MAD2	Mitotic spindle checkpoint component MAD2	8	8	6.22422e+06	5.63503e+06	6.01914e+06	5.59215e+06	5.73979e+06	5.97002e+06	5.47785e+06	5.29114e+06	6.76525e+06
P40959	MVP1_YEAST	MVP1	Sorting nexin MVP1	14	14	5.81096e+06	5.83608e+06	6.16338e+06	6.8293e+06	5.91802e+06	5.62357e+06	6.0776e+06	6.17368e+06	5.64157e+06
P40960	PAC11_YEAST	PAC11	WD repeat-containing protein PAC11	1	1	103366	162682		139043	168953			130523	
P40961	PHB1_YEAST	PHB1	Prohibitin-1	13	13	2.82215e+07	2.57504e+07	2.46122e+07	2.71748e+07	2.6105e+07	2.55913e+07	2.49767e+07	2.63168e+07	2.6953e+07
P40970	LCB2_YEAST	LCB2	Serine palmitoyltransferase 2	17	17	2.32047e+07	2.29159e+07	2.38156e+07	2.43091e+07	2.41306e+07	2.38008e+07	2.23395e+07	2.48001e+07	2.39853e+07
P40986	CDC1_YEAST	CDC1	Cell division control protein 1	12	12	6.02539e+06	6.26488e+06	5.56655e+06	5.75126e+06	6.03035e+06	5.41866e+06	5.19026e+06	6.56089e+06	5.88781e+06
P40989	FKS2_YEAST	GSC2	1,3-beta-glucan synthase component GSC2	10	10	6.37464e+06	6.07408e+06	5.84976e+06	5.75264e+06	6.28191e+06	6.28445e+06	6.56051e+06	6.61078e+06	5.96486e+06
P40991	NOP2_YEAST	NOP2	25S rRNA (cytosine(2870)-C(5))-methyltransferase	16	16	6.41995e+07	6.26195e+07	6.99543e+07	6.28502e+07	6.15145e+07	6.2187e+07	6.05941e+07	6.15305e+07	6.87703e+07
P40994	ARF3_YEAST	ARF3	ADP-ribosylation factor 3	4	4	5.93856e+06	5.56139e+06	5.36103e+06	5.75512e+06	4.99988e+06	6.24669e+06	5.14166e+06	6.00682e+06	5.74694e+06
P41056	RL33B_YEAST	RPL33B	Large ribosomal subunit protein eL33B	1	1	1.95706e+08	1.9694e+08	2.0105e+08	2.08818e+08	1.86193e+08	1.74392e+08	1.78784e+08	1.89727e+08	1.79771e+08
P41057	RS29A_YEAST	RPS29A	Small ribosomal subunit protein uS14A	4	3	2.29911e+08	2.26812e+08	2.41016e+08	2.1964e+08	2.32067e+08	2.32355e+08	2.00315e+08	1.88343e+08	2.38461e+08
P41058	RS29B_YEAST	RPS29B	Small ribosomal subunit protein uS14B	3	3	1.28218e+08	1.56666e+08	1.22005e+08	1.53096e+08	1.38161e+08	1.50479e+08	1.50751e+08	1.33503e+08	1.27614e+08
P41277	GPP1_YEAST	GPP1	Glycerol-1-phosphate phosphohydrolase 1	15	9	7.9463e+08	8.42089e+08	8.2548e+08	7.98897e+08	7.84047e+08	7.85314e+08	7.58795e+08	7.6357e+08	8.06516e+08
P41318	LST8_YEAST	LST8	Target of rapamycin complex subunit LST8	11	11	4.06684e+06	4.64359e+06	3.54762e+06	3.84954e+06	3.11308e+06	3.59379e+06	3.14757e+06	3.98721e+06	3.15367e+06
P41338	ERG10_YEAST	ERG10	Acetyl-CoA acetyltransferase	18	18	1.26214e+08	1.24076e+08	1.26157e+08	1.24934e+08	1.32814e+08	1.26057e+08	1.31524e+08	1.34154e+08	1.28003e+08
P41543	OST1_YEAST	OST1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	7	7	2.4332e+07	2.4142e+07	2.18002e+07	2.60011e+07	2.6622e+07	2.46148e+07	2.52134e+07	2.4835e+07	2.1871e+07
P41696	AZF1_YEAST	AZF1	Transcription factor AZF1	5	5	564131	573420	495933	644705	551950	433048	483063	403143	564273
P41697	BUD6_YEAST	BUD6	Bud site selection protein 6	14	14	1.49244e+07	1.46357e+07	1.40894e+07	1.4096e+07	1.29329e+07	1.36415e+07	1.3748e+07	1.48922e+07	1.19925e+07
P41733	CDC91_YEAST	GAB1	GPI transamidase component GAB1	2	2	6.65586e+06	6.13064e+06	6.16792e+06	7.04821e+06	6.47982e+06	6.15878e+06	5.13236e+06	6.17912e+06	5.39809e+06
P41734	IAH1_YEAST	IAH1	Isoamyl acetate-hydrolyzing esterase	9	9	7.76655e+06	7.56088e+06	7.41833e+06	8.01971e+06	7.51816e+06	7.61185e+06	6.93926e+06	6.86766e+06	7.80642e+06
P41735	COQ7_YEAST	CAT5	5-demethoxyubiquinone hydroxylase, mitochondrial	4	4	3.12087e+06	3.28242e+06	2.24718e+06	3.13125e+06	3.13935e+06	2.33475e+06	3.26139e+06	2.76706e+06	2.90378e+06
P41800	MMM1_YEAST	MMM1	Maintenance of mitochondrial morphology protein 1	3	3	1.65401e+06	1.43549e+06	1.51746e+06			1.2946e+06	1.18883e+06	1.43668e+06	1.12328e+06
P41805	RL10_YEAST	RPL10	Large ribosomal subunit protein uL16	12	12	4.03294e+08	4.64806e+08	4.85922e+08	3.92298e+08	4.47972e+08	4.61123e+08	4.01841e+08	4.46936e+08	4.27478e+08
P41807	VATH_YEAST	VMA13	V-type proton ATPase subunit H	23	23	6.86214e+07	6.90118e+07	6.70823e+07	7.22375e+07	6.95695e+07	6.88264e+07	6.8587e+07	6.75798e+07	6.26558e+07
P41810	COPB_YEAST	SEC26	Coatomer subunit beta	33	33	4.40351e+07	4.16731e+07	4.19278e+07	4.3927e+07	4.4719e+07	4.20942e+07	4.3026e+07	4.29016e+07	4.19281e+07
P41811	COPB2_YEAST	SEC27	Coatomer subunit beta'	34	34	5.54093e+07	5.38146e+07	5.51774e+07	5.5615e+07	5.70014e+07	5.54618e+07	5.66948e+07	6.02391e+07	5.5651e+07
P41812	POP1_YEAST	POP1	Ribonucleases P/MRP protein subunit POP1	6	6	509930	656964	518560	651594	506270	695596	669582	807980	660501
P41813	FKH2_YEAST	FKH2	Fork head protein homolog 2	4	4	6.15065e+06	3.62993e+06	3.40994e+06		4.80149e+06		2.93891e+06	4.25697e+06	3.44632e+06
P41814	TRM6_YEAST	GCD10	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6	3	3	4.985e+06	4.06634e+06	4.17278e+06	4.95525e+06	5.16781e+06	4.33302e+06	4.72088e+06	4.39141e+06	4.78746e+06
P41815	BAP3_YEAST	BAP3	Valine amino-acid permease	1	1									725994
P41818	GLC8_YEAST	GLC8	Protein GLC8	8	8	3.6465e+07	3.15796e+07	2.97749e+07	3.11249e+07	3.27249e+07	3.28674e+07	3.56188e+07	3.45545e+07	3.18086e+07
P41819	DIM1_YEAST	DIM1	Dimethyladenosine transferase	7	7	7.8035e+06	9.6564e+06	1.00183e+07	8.25226e+06	8.89484e+06	9.15268e+06	7.01752e+06	8.51942e+06	9.26607e+06
P41832	BNI1_YEAST	BNI1	Protein BNI1	24	24	1.92839e+06	1.65127e+06	1.7132e+06	1.78998e+06	1.69889e+06	1.86104e+06	1.76831e+06	1.78498e+06	2.02918e+06
P41835	THI6_YEAST	THI6	Thiamine biosynthetic bifunctional enzyme	2	2	453667	855319	873201	1.04246e+06	895389	590834	925231	1.03553e+06	602438
P41895	T2FA_YEAST	TFG1	Transcription initiation factor IIF subunit alpha	19	19	1.1172e+07	1.15526e+07	1.11457e+07	1.05817e+07	1.08197e+07	1.02273e+07	1.16316e+07	1.10055e+07	1.07812e+07
P41896	T2FB_YEAST	TFG2	Transcription initiation factor IIF subunit beta	6	6	5.54064e+06	4.85989e+06	4.92219e+06	5.78833e+06	5.24841e+06	5.49939e+06	5.77943e+06	5.18648e+06	5.15387e+06
P41903	PTE1_YEAST	TES1	Peroxisomal acyl-coenzyme A thioester hydrolase 1	7	7	4.36021e+06	3.85532e+06	3.71082e+06	4.82573e+06	3.87067e+06	3.00377e+06	3.70598e+06	3.82335e+06	3.95658e+06
P41910	MAF1_YEAST	MAF1	Repressor of RNA polymerase III transcription MAF1	5	5	1.3192e+06	1.40495e+06	1.72221e+06	1.08534e+06	1.27829e+06	1.32996e+06	1.35477e+06	1.37115e+06	1.68177e+06
P41911	GPD2_YEAST	GPD2	Glycerol-3-phosphate dehydrogenase [NAD(+)] 2, mitochondrial	15	14	4.55015e+07	4.76751e+07	4.63544e+07	4.84507e+07	4.94763e+07	5.05136e+07	4.85948e+07	4.95403e+07	4.80452e+07
P41920	YRB1_YEAST	YRB1	Ran-specific GTPase-activating protein 1	4	4	6.75678e+07	7.54202e+07	8.56812e+07	8.16367e+07	7.37476e+07	8.2844e+07	7.57242e+07	7.58628e+07	8.51915e+07
P41921	GSHR_YEAST	GLR1	Glutathione reductase	16	16	5.99666e+07	6.60747e+07	6.49302e+07	6.18454e+07	6.57675e+07	6.38537e+07	6.3471e+07	6.32473e+07	6.14587e+07
P41930	SSU1_YEAST	SSU1	Sulfite efflux pump SSU1	1	1	2.02333e+06	1.69687e+06	1.52084e+06	1.95782e+06	1.54496e+06			493287	1.96352e+06
P41939	IDHC_YEAST	IDP2	Isocitrate dehydrogenase [NADP] cytoplasmic	1	1			383465	611893	418601		450085	585153	
P41940	MPG1_YEAST	PSA1	Mannose-1-phosphate guanyltransferase	20	20	5.60334e+08	5.74414e+08	5.94125e+08	5.86501e+08	5.6818e+08	5.91021e+08	5.53197e+08	5.86261e+08	6.04305e+08
P42073	REF2_YEAST	REF2	RNA end formation protein 2	8	8	7.45709e+06	7.47133e+06	6.23851e+06	6.72975e+06	7.35425e+06	6.04301e+06	6.35538e+06	6.47237e+06	6.14394e+06
P42826	XKS1_YEAST	XKS1	Xylulose kinase	17	17	3.06795e+07	2.90528e+07	2.9731e+07	2.74212e+07	3.02235e+07	2.85577e+07	2.99106e+07	3.27355e+07	3.0978e+07
P42838	LEM3_YEAST	LEM3	Phospholipid-transporting ATPase accessory subunit LEM3	7	7	3.18706e+07	2.85577e+07	2.97134e+07	2.69338e+07	3.01406e+07	2.8699e+07	3.05385e+07	2.82369e+07	3.04801e+07
P42839	VNX1_YEAST	VNX1	Low affinity vacuolar monovalent cation/H(+) antiporter	11	11	2.43785e+06	2.78589e+06	2.33083e+06	2.14741e+06	2.43897e+06	2.03176e+06	2.5441e+06	2.68227e+06	2.25512e+06
P42840	YN60_YEAST	YNL320W	Uncharacterized membrane protein YNL320W	4	4	1.49103e+06	1.55467e+06	963516	1.15329e+06	1.06181e+06	1.293e+06	1.00717e+06	1.2033e+06	1.25487e+06
P42841	PFS2_YEAST	PFS2	Polyadenylation factor subunit 2	3	3	1.69015e+06	1.74613e+06	2.07285e+06	1.92177e+06	1.8668e+06	1.64456e+06	2.09425e+06	2.21163e+06	2.18001e+06
P42842	EMW1_YEAST	EMW1	Essential for maintenance of the cell wall protein 1	20	20	1.39389e+07	1.50023e+07	1.21941e+07	1.23429e+07	1.28891e+07	1.33597e+07	1.33989e+07	1.5323e+07	1.25437e+07
P42844	ZIM17_YEAST	ZIM17	Mitochondrial protein import protein ZIM17	2	2	199383	183998			273518	144464		342073	313049
P42845	STB1_YEAST	STB1	Protein STB1	2	2	2.54294e+06	3.59475e+06	3.27381e+06	3.90178e+06	3.87788e+06	5.54962e+06	6.12737e+06	2.62797e+06	2.28526e+06
P42846	KRI1_YEAST	KRI1	Protein KRI1	15	15	9.09589e+06	9.04098e+06	8.2923e+06	8.62037e+06	8.44285e+06	8.70272e+06	8.47302e+06	8.13013e+06	9.21629e+06
P42934	PMT6_YEAST	PMT6	Dolichyl-phosphate-mannose--protein mannosyltransferase 6	6	6	5.84202e+06	5.27199e+06	4.8455e+06	5.07086e+06	5.57592e+06	4.74614e+06	5.56991e+06	5.26784e+06	6.21927e+06
P42935	ELP2_YEAST	ELP2	Elongator complex protein 2	22	22	1.68477e+07	1.66591e+07	1.72861e+07	1.70691e+07	1.76146e+07	1.65275e+07	1.73678e+07	1.77619e+07	1.80934e+07
P42936	YG4D_YEAST	YGR201C	Putative elongation factor 1 gamma homolog	5	5	3.23237e+06	4.2209e+06	3.97166e+06	4.19219e+06	3.78526e+06	4.09136e+06	4.13094e+06	4.42046e+06	3.95281e+06
P42937	YCH1_YEAST	YCH1	CDC25-like phosphatase YCH1	4	4	3.7005e+06	2.95794e+06	2.75519e+06	2.91005e+06	3.18299e+06	4.65838e+06	2.42334e+06	2.79275e+06	3.32144e+06
P42938	TDA10_YEAST	TDA10	Probable ATP-dependent kinase TDA10	9	9	1.77556e+07	1.83503e+07	1.7555e+07	1.93415e+07	1.87328e+07	1.81656e+07	1.81582e+07	1.60879e+07	1.61241e+07
P42940	ETFB_YEAST	CIR1	Probable electron transfer flavoprotein subunit beta	12	12	3.11109e+07	3.17179e+07	3.03289e+07	3.49983e+07	2.99306e+07	3.15147e+07	3.43725e+07	3.63145e+07	3.35248e+07
P42941	SERB_YEAST	SER2	Phosphoserine phosphatase	9	9	1.65231e+07	1.62429e+07	1.63481e+07	1.66299e+07	1.5626e+07	1.664e+07	1.69982e+07	1.76704e+07	1.7066e+07
P42942	YG4I_YEAST	YGR210C	Uncharacterized GTP-binding protein YGR210C	10	10	7.48465e+06	6.73282e+06	6.67116e+06	6.64228e+06	6.2993e+06	6.42039e+06	6.98784e+06	7.12463e+06	7.27896e+06
P42943	TCPH_YEAST	CCT7	T-complex protein 1 subunit eta	23	23	3.62147e+07	3.37602e+07	3.39001e+07	3.54802e+07	3.57957e+07	3.40037e+07	3.59553e+07	3.64726e+07	3.53968e+07
P42945	UTP10_YEAST	UTP10	U3 small nucleolar RNA-associated protein 10	33	33	1.11199e+07	9.98494e+06	1.00716e+07	1.0004e+07	9.63308e+06	1.08892e+07	9.7757e+06	1.03269e+07	1.05575e+07
P42949	TIM16_YEAST	PAM16	Mitochondrial import inner membrane translocase subunit TIM16	5	5	8.84403e+06	8.80264e+06	9.3792e+06	8.62637e+06	9.08621e+06	7.37839e+06	8.54665e+06	9.38891e+06	8.45514e+06
P43123	UAP1_YEAST	QRI1	UDP-N-acetylglucosamine pyrophosphorylase	24	24	1.33838e+07	1.38816e+07	1.35899e+07	1.33354e+07	1.30239e+07	1.42646e+07	1.30195e+07	1.36479e+07	1.3303e+07
P43132	BRE2_YEAST	BRE2	COMPASS component BRE2	5	5	2.77992e+06	2.80208e+06	3.01484e+06	2.34603e+06	2.3582e+06	2.95586e+06	2.7434e+06	2.20735e+06	2.62541e+06
P43321	SMD3_YEAST	SMD3	Small nuclear ribonucleoprotein Sm D3	3	3	1.17005e+07	1.12557e+07	8.90895e+06	1.15516e+07	1.12465e+07	1.03224e+07	1.09191e+07	1.38929e+07	1.1932e+07
P43535	GCN20_YEAST	GCN20	Protein GCN20	26	26	3.87339e+07	3.95915e+07	3.91372e+07	3.91856e+07	4.14126e+07	4.06367e+07	3.75203e+07	4.11791e+07	3.75964e+07
P43555	EMP47_YEAST	EMP47	Protein EMP47	17	17	2.9131e+07	2.86039e+07	2.82449e+07	3.01349e+07	3.03007e+07	2.93917e+07	2.93069e+07	2.89284e+07	3.04188e+07
P43556	RGD2_YEAST	RGD2	Rho-GTPase-activating protein RGD2	6	6	5.34257e+06	4.95562e+06	3.85583e+06	3.91877e+06	4.36509e+06	4.33291e+06	4.30834e+06	5.07988e+06	4.92091e+06
P43558	OTU1_YEAST	OTU1	Ubiquitin thioesterase OTU1	7	7	5.67914e+06	5.93811e+06	6.17958e+06	6.69856e+06	6.40768e+06	6.94311e+06	5.4012e+06	6.31076e+06	6.37567e+06
P43560	LAM5_YEAST	LAM5	Membrane-anchored lipid-binding protein LAM5	10	10	1.97158e+06	2.19125e+06	1.70804e+06	1.42667e+06	1.85303e+06	1.60068e+06	1.44242e+06	1.74614e+06	2.71833e+06
P43561	FET5_YEAST	FET5	Iron transport multicopper oxidase FET5	11	11	2.41769e+07	2.25397e+07	2.14598e+07	2.44472e+07	2.43776e+07	2.10463e+07	2.38696e+07	2.46357e+07	2.55526e+07
P43563	MOB2_YEAST	MOB2	CBK1 kinase activator protein MOB2	3	3	2.366e+06	1.93686e+06	1.7845e+06	2.24523e+06	1.98824e+06	1.8234e+06	2.66403e+06	2.05153e+06	2.24547e+06
P43564	MIL1_YEAST	MIL1	Probable lipase MIL1	3	3	4.14474e+06	4.90711e+06	3.1718e+06	5.03462e+06	2.76428e+06	4.7251e+06	4.6192e+06	5.67127e+06	5.72361e+06
P43565	RIM15_YEAST	RIM15	Serine/threonine-protein kinase RIM15	10	10	1.8822e+06	1.66616e+06	1.71394e+06	1.73987e+06	1.86587e+06	1.58378e+06	1.64912e+06	1.88411e+06	1.89403e+06
